ID,rtable_Rank,rtable_Book_Title,rtable_Author,ltable_Rank,ltable_Book_Title,ltable_Author
35,2019.0,Dune Messiah (Dune  #2),Frank Herbert,132.0,Dune,Frank Herbert
36,2021.0,A Memory of Light (The Wheel of Time  #14),Robert Jordan,1324.0,The Wheel of Time Series,Robert Jordan
37,1543.0,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,1720.0,Fast Food Nation,Eric Schlosser
38,2335.0,Towers of Midnight (The Wheel of Time  #13),Robert Jordan,1324.0,The Wheel of Time Series,Robert Jordan
39,1041.0,The Dragon Reborn (The Wheel of Time #3),Robert Jordan,1324.0,The Wheel of Time Series,Robert Jordan
40,601.0,Night Watch (Discworld  #29; City Watch  #6),Terry Pratchett,2372.0,Night Watch,Terry Pratchett
41,1362.0,The Gathering Storm (The Wheel of Time  #12),Robert Jordan,1324.0,The Wheel of Time Series,Robert Jordan
42,1213.0,The Life and Opinions of Tristram Shandy  Gentleman,Laurence Sterne,56.0,Tristram Shandy,Laurence Sterne
43,1241.0,The Shadow Rising (The Wheel of Time  #4),Robert Jordan,1324.0,The Wheel of Time Series,Robert Jordan
44,1812.0,The Daughter of Time (Inspector Alan Grant  #5),Josephine Tey,943.0,The Daughter of Time,Josephine Tey
45,1919.0,Lord of Chaos (The Wheel of Time  #6),Robert Jordan,1324.0,The Wheel of Time Series,Robert Jordan
46,64.0,Dune (Dune  #1),Frank Herbert,132.0,Dune,Frank Herbert
47,2322.0,A Bright Shining Lie: John Paul Vann and America in Vietnam,Neil Sheehan,849.0,A Bright Shining Lie,Neil Sheehan
48,1256.0,The Ballad of Songbirds and Snakes (The Hunger Games  #0),Suzanne Collins,507.0,The Hunger Games,Suzanne Collins
49,724.0,Orlando,Virginia Woolf,112.0,Orlando: A Biography,Virginia Woolf
50,1273.0,Freedom,Jonathan Franzen,428.0,Freedom: A Novel,Jonathan Franzen
51,2356.0,The Fires of Heaven (The Wheel of Time  #5),Robert Jordan,1324.0,The Wheel of Time Series,Robert Jordan
52,93.0,Angela's Ashes (Frank McCourt  #1),Frank McCourt,474.0,Angela's Ashes: A Memoir,Frank McCourt
53,1697.0,2666,Roberto Bola–o,172.0,2666,Roberto Bola–o
54,961.0,GiovanniÕs Room,James Baldwin,505.0,Giovanni's Room,James Baldwin
55,319.0,The Amber Spyglass (His Dark Materials  #3),Philip Pullman,1600.0,The Amber Spyglass,Philip Pullman
56,390.0,I  Robot (Robot  #0.1),Isaac Asimov,951.0,I  Robot,Isaac Asimov
57,1449.0,A Suitable Boy (A Bridge of Leaves  #1),Vikram Seth,376.0,A Suitable Boy,Vikram Seth
58,1110.0,The Complete Fairy Tales,Hans Christian Andersen,152.0,Fairy Tales and Stories,Hans Christian Andersen
59,227.0,SchindlerÕs List,Thomas Keneally,436.0,Schindler's List,Thomas Keneally
60,299.0,Uncle TomÕs Cabin,Harriet Beecher Stowe,521.0,Uncle Tom's Cabin,Harriet Beecher Stowe
61,2076.0,Heart of Darkness and The Secret Sharer,Joseph Conrad,21.0,Heart of Darkness,Joseph Conrad
62,1259.0,The Great Hunt (The Wheel of Time #2),Robert Jordan,1324.0,The Wheel of Time Series,Robert Jordan
63,537.0,The Bean Trees (Greer Family  #1),Barbara Kingsolver,914.0,The Bean Trees,Barbara Kingsolver
64,1991.0,Psycho (Psycho  #1),Robert Bloch,2296.0,Psycho,Robert Bloch
65,916.0,Collected Fictions,Jorge Luis Borges,66.0,Fictions,Jorge Luis Borges
66,334.0,My çntonia,Willa Cather,146.0,My Antonia,Willa Cather
67,1349.0,The Sign of Four (Sherlock Holmes  #2),Arthur Conan Doyle,133.0,The Complete Sherlock Holmes,Arthur Conan Doyle
68,1268.0,AesopÕs Fables,Aesop,718.0,Aesop's Fables,Aesop
69,235.0,The Iliad / The Odyssey,Homer,16.0,The Odyssey,Homer
70,1351.0,Wolf Hall (Thomas Cromwell  #1),Hilary Mantel,216.0,Wolf Hall,Hilary Mantel
71,181.0,The Hunger Games Trilogy Boxset (The Hunger Games  #1-3),Suzanne Collins,507.0,The Hunger Games,Suzanne Collins
72,1539.0,PortnoyÕs Complaint,Philip Roth,236.0,Portnoy's Complaint,Philip Roth
73,2232.0,V.,Thomas Pynchon,961.0,V,Thomas Pynchon
74,107.0,Moby-Dick or  The Whale,Herman Melville,6.0,Moby Dick,Herman Melville
75,1387.0,Americanah,Chimamanda Ngozi Adichie,314.0,Americanah,Chimamanda Ngozi Adichie
76,1173.0,Gilead (Gilead  #1),Marilynne Robinson,195.0,Gilead,Marilynne Robinson
77,1580.0,Suttree,Cormac McCarthy,956.0,Suttree,Cormac McCarthy
78,1796.0,The Call of the Wild  White Fang and Other Stories,Jack London,168.0,The Call of the Wild,Jack London
79,794.0,We,Yevgeny Zamyatin,544.0,We,Yevgeny Zamyatin
80,1134.0,Metamorphoses,Ovid,145.0,Metamorphoses,Ovid
81,1863.0,Faust,Johann Wolfgang von Goethe,95.0,Faust,Johann Wolfgang von Goethe
82,424.0,Emma,Jane Austen,87.0,Emma,Jane Austen
83,1067.0,The Decameron,Giovanni Boccaccio,129.0,Decameron,Giovanni Boccaccio
84,669.0,Ivanhoe,Walter Scott,491.0,Ivanhoe,Walter Scott
85,1485.0,Medea,Euripides,212.0,Medea,Euripides
86,89.0,The Golden Compass (His Dark Materials  #1),Philip Pullman,217.0,His Dark Materials,Philip Pullman
87,215.0,Beloved,Toni Morrison,33.0,Beloved,Toni Morrison
88,978.0,Ubik,Philip K. Dick,754.0,Ubik,Philip K. Dick
89,770.0,Absalom  Absalom!,William Faulkner,40.0,Absalom  Absalom!,William Faulkner
90,257.0,Blindness,JosŽ Saramago,1225.0,Blindness,JosŽ Saramago
91,358.0,Pippi Longstocking (Pippi LŒngstrump  #1),Astrid Lindgren,251.0,Pippi Longstocking,Astrid Lindgren
92,414.0,I  Claudius (Claudius  #1),Robert Graves,280.0,I  Claudius,Robert Graves
93,33.0,Dracula,Bram Stoker,105.0,Dracula,Bram Stoker
94,671.0,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,137.0,The Big Sleep,Raymond Chandler
95,2266.0,Oblomov,Ivan Goncharov,381.0,Oblomov,Ivan Goncharov
96,942.0,Birdsong,Sebastian Faulks,787.0,Birdsong,Sebastian Faulks
97,1255.0,Contact,Carl Sagan,1726.0,Contact,Carl Sagan
98,69.0,Matilda,Roald Dahl,703.0,Matilda,Roald Dahl
99,738.0,Meditations,Marcus Aurelius,283.0,Meditations,Marcus Aurelius
100,928.0,Momo,Michael Ende,1312.0,Momo,Michael Ende
101,75.0,Rebecca,Daphne du Maurier,92.0,Rebecca,Daphne du Maurier
102,1468.0,Grendel,John Gardner,2325.0,Grendel,John Gardner
103,1297.0,Centennial,James A. Michener,1762.0,Centennial,James A. Michener
104,397.0,Dubliners,James Joyce,388.0,Dubliners,James Joyce
105,2224.0,Utopia,Thomas More,722.0,Utopia,Thomas More
106,63.0,Lolita,Vladimir Nabokov,14.0,Lolita,Vladimir Nabokov
107,1135.0,Hiroshima,John Hersey,398.0,Hiroshima,John Hersey
108,1105.0,Hopscotch,Julio Cort‡zar,697.0,Hopscotch,Julio Cort‡zar
109,119.0,Middlesex,Jeffrey Eugenides,196.0,Middlesex,Jeffrey Eugenides
110,207.0,Ulysses,James Joyce,1.0,Ulysses,James Joyce
111,1877.0,Housekeeping,Marilynne Robinson,553.0,Housekeeping,Marilynne Robinson
112,73.0,The Adventures of Sherlock Holmes (Sherlock Holmes  #3),Arthur Conan Doyle,133.0,The Complete Sherlock Holmes,Arthur Conan Doyle
113,690.0,The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett,1132.0,The Colour of Magic,Terry Pratchett
114,1332.0,My Brilliant Friend (The Neapolitan Novels  #1),Elena Ferrante,495.0,My Brilliant Friend,Elena Ferrante
115,666.0,The Aeneid,Virgil,43.0,The Aeneid,Virgil
116,86.0,The Road,Cormac McCarthy,189.0,The Road,Cormac McCarthy
117,1476.0,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles,199.0,Oedipus at Colonus,Sophocles
118,1989.0,So Long  and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,115.0,The Hitchhiker's Guide to the Galaxy,Douglas Adams
119,778.0,The Fall,Albert Camus,871.0,The Fall,Albert Camus
120,2233.0,The Castle,Franz Kafka,101.0,The Castle,Franz Kafka
121,341.0,The Subtle Knife (His Dark Materials  #2),Philip Pullman,217.0,His Dark Materials,Philip Pullman
122,1544.0,War and Remembrance (The Henry Family  #2),Herman Wouk,1761.0,War and Remembrance,Herman Wouk
123,648.0,The Iliad,Homer,24.0,The Iliad,Homer
124,1758.0,The Cat in the Hat Comes Back (The Cat in the Hat  #2),Dr. Seuss,990.0,The Cat in the Hat,Dr. Seuss
125,901.0,The Last of the Mohicans (The Leatherstocking Tales  #2),James Fenimore Cooper,584.0,The Last of the Mohicans,James Fenimore Cooper
126,1511.0,The Alexandria Quartet  (The Alexandria Quartet  #1-4),Lawrence Durrell,782.0,The Alexandria Quartet,Lawrence Durrell
127,34.0,EnderÕs Game (Ender's Saga  #1),Orson Scott Card,725.0,Ender's Game,Orson Scott Card
128,328.0,The Plague,Albert Camus,198.0,The Plague,Albert Camus
129,51.0,The Odyssey,Homer,16.0,The Odyssey,Homer
130,514.0,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,1438.0,Speaker for the Dead,Orson Scott Card
131,190.0,The Good Earth (House of Earth  #1),Pearl S. Buck,292.0,The Good Earth,Pearl S. Buck
132,1749.0,The Twits,Roald Dahl,1319.0,The Twits,Roald Dahl
133,236.0,The Trial,Franz Kafka,35.0,The Trial,Franz Kafka
134,117.0,The Metamorphosis,Franz Kafka,84.0,The Metamorphosis,Franz Kafka
135,603.0,The Magus,John Fowles,705.0,The Magus,John Fowles
136,188.0,The Prophet,Kahlil Gibran,907.0,The Prophet,Kahlil Gibran
137,286.0,The Idiot,Fyodor Dostoevsky,67.0,The Idiot,Fyodor Dostoevsky
138,391.0,The Reader,Bernhard Schlink,915.0,The Reader,Bernhard Schlink
139,1114.0,Tinker  Tailor  Soldier  Spy (George Smiley  #5; Karla Trilogy  #1),John le CarrŽ,650.0,Tinker  Tailor  Soldier Spy,John le CarrŽ
140,1639.0,Atlas Shrugged & The Fountainhead,Ayn Rand,243.0,Atlas Shrugged,Ayn Rand
141,863.0,Animal Farm / 1984,George Orwell,79.0,Animal Farm,George Orwell
142,1420.0,Hunger,Knut Hamsun,229.0,Hunger,Knut Hamsun
143,203.0,Oliver Twist,Charles Dickens,256.0,The Adventures of Oliver Twist,Charles Dickens
144,886.0,All the Pretty Horses (The Border Trilogy  #1),Cormac McCarthy,270.0,All the Pretty Horses,Cormac McCarthy
145,806.0,A Room of OneÕs Own,Virginia Woolf,193.0,A Room of One's Own,Virginia Woolf
146,1443.0,The Moonstone,Wilkie Collins,475.0,The Moonstone,Wilkie Collins
147,891.0,The Tempest,William Shakespeare,165.0,The Tempest,William Shakespeare
148,682.0,The Corrections,Jonathan Franzen,140.0,The Corrections,Jonathan Franzen
149,175.0,The Lorax,Dr. Seuss,1162.0,The Lorax,Dr. Seuss
150,396.0,The Exorcist,William Peter Blatty,2357.0,The Exorcist,William Peter Blatty
151,310.0,The BFG,Roald Dahl,747.0,The BFG,Roald Dahl
152,407.0,The Republic,Plato,148.0,The Republic,Plato
153,731.0,The Namesake,Jhumpa Lahiri,596.0,The Namesake,Jhumpa Lahiri
154,818.0,The Fountainhead,Ayn Rand,355.0,The Fountainhead,Ayn Rand
155,135.0,The Godfather (The Godfather  #1),Mario Puzo,499.0,The Godfather,Mario Puzo
156,1781.0,The Selected Writings of Edgar Allan Poe,Edgar Allan Poe,59.0,The Complete Tales and Poems of Edgar Allan Poe,Edgar Allan Poe
157,1841.0,Black Boy,Richard Wright,512.0,Black Boy,Richard Wright
158,150.0,Lonesome Dove (Lonesome Dove  #1),Larry McMurtry,417.0,Lonesome Dove,Larry McMurtry
159,91.0,Siddhartha,Hermann Hesse,313.0,Siddhartha,Hermann Hesse
160,22.0,AliceÕs Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,269.0,Through the Looking Glass,Lewis Carroll
161,224.0,His Dark Materials (His Dark Materials #1-3),Philip Pullman,217.0,His Dark Materials,Philip Pullman
162,38.0,Fahrenheit 451,Ray Bradbury,204.0,Fahrenheit 451,Ray Bradbury
163,104.0,Fahrenheit 451,Ray Bradbury,204.0,Fahrenheit 451,Ray Bradbury
164,637.0,Death on the Nile (Hercule Poirot  #18),Agatha Christie,1287.0,Death On The Nile,Agatha Christie
165,744.0,Pale Fire,Vladimir Nabokov,102.0,Pale Fire,Vladimir Nabokov
166,2247.0,The Civil War: A Narrative,Shelby Foote,284.0,The Civil War,Shelby Foote
167,2148.0,Time and Again (Time  #1),Jack Finney,957.0,Time and Again,Jack Finney
168,71.0,Catch-22,Joseph Heller,23.0,Catch-22,Joseph Heller
169,423.0,Bleak House,Charles Dickens,179.0,Bleak House,Charles Dickens
170,183.0,Tess of the DÕUrbervilles,Thomas Hardy,110.0,Tess of the d'Urbervilles,Thomas Hardy
171,1153.0,Dead Souls,Nikolai Gogol,89.0,Dead Souls,Nikolai Gogol
172,1164.0,The Book of Disquiet: The Complete Edition,Fernando Pessoa,331.0,The Book of Disquiet,Fernando Pessoa
173,283.0,Othello,William Shakespeare,570.0,Othello,William Shakespeare
174,173.0,Catching Fire (The Hunger Games  #2),Suzanne Collins,507.0,The Hunger Games,Suzanne Collins
175,300.0,Invisible Man,Ralph Ellison,28.0,Invisible Man,Ralph Ellison
176,920.0,Fingersmith,Sarah Waters,778.0,Fingersmith,Sarah Waters
177,477.0,Macbeth,William Shakespeare,208.0,Macbeth,William Shakespeare
178,939.0,Germinal,ƒmile Zola,413.0,Germinal,ƒmile Zola
179,567.0,Mythology,Edith Hamilton,744.0,Mythology,Edith Hamilton
180,389.0,Persuasion,Jane Austen,394.0,Persuasion,Jane Austen
181,1324.0,Pachinko,Min Jin Lee,1183.0,Pachinko,Min Jin Lee
182,1551.0,Ghost Story,Peter Straub,2335.0,Ghost Story,Peter Straub
183,860.0,White Noise,Don DeLillo,203.0,White Noise,Don DeLillo
184,48.0,A Wrinkle in Time (Time Quintet  #1),Madeleine L'Engle,230.0,A Wrinkle In Time,Madeleine L'Engle
185,133.0,On the Road,Jack Kerouac,69.0,On the Road,Jack Kerouac
186,1797.0,Moon Palace,Paul Auster,1921.0,Moon Palace,Paul Auster
187,409.0,The Jungle,Upton Sinclair,224.0,The Jungle,Upton Sinclair
188,698.0,The Jungle Books,Rudyard Kipling,1253.0,The Jungle Book,Rudyard Kipling
189,110.0,The Stranger,Albert Camus,30.0,The Stranger,Albert Camus
190,1181.0,What Is the What,Dave Eggers,1428.0,What Is the What,Dave Eggers
191,454.0,Vanity Fair,William Makepeace Thackeray,94.0,Vanity Fair,William Makepeace Thackeray
192,269.0,Mockingjay (The Hunger Games  #3),Suzanne Collins,507.0,The Hunger Games,Suzanne Collins
193,1918.0,Little Dorrit,Charles Dickens,795.0,Little Dorrit,Charles Dickens
194,292.0,King Lear,William Shakespeare,190.0,King Lear,William Shakespeare
195,1891.0,Common Sense,Thomas Paine,1226.0,Common Sense,Thomas Paine
196,917.0,The Waves,Virginia Woolf,285.0,The Waves,Virginia Woolf
197,802.0,A Moveable Feast,Ernest Hemingway,437.0,Moveable Feast,Ernest Hemingway
198,1800.0,Tales of the City (Tales of the City  #1),Armistead Maupin,625.0,Tales of the City,Armistead Maupin
199,587.0,Native Son,Richard Wright,91.0,Native Son,Richard Wright
200,1366.0,American Pastoral,Philip Roth,144.0,American Pastoral,Philip Roth
201,61.0,Life of Pi,Yann Martel,395.0,Life of Pi,Yann Martel
202,177.0,Goodnight Moon,Margaret Wise Brown,445.0,Goodnight Moon,Margaret Wise Brown
203,76.0,Great Expectations,Charles Dickens,32.0,Great Expectations,Charles Dickens
204,1745.0,Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie,736.0,Haroun and the Sea of Stories,Salman Rushdie
205,981.0,Tropic of Cancer (Tropic  #1),Henry Miller,366.0,Tropic of Cancer,Henry Miller
206,81.0,Anna Karenina,Leo Tolstoy,22.0,Anna Karenina,Leo Tolstoy
207,767.0,Revolutionary Road,Richard Yates,641.0,Revolutionary Road,Richard Yates
208,1112.0,White Teeth,Zadie Smith,138.0,White Teeth,Zadie Smith
209,834.0,The Poetry of Robert Frost,Robert Frost,323.0,The Poems of Robert Frost,Robert Frost
210,1102.0,The Quiet American,Graham Greene,682.0,The Quiet American,Graham Greene
211,2201.0,Sister Carrie,Theodore Dreiser,561.0,Sister Carrie,Theodore Dreiser
